product_id,sku,name,set,type,category_ids,website_ids,attribute_set_id,attribute_set_name,price,special_price,status,created_at,updated_at,categories,websites,type_id,series,series_filter_tw_n,productsmallheadline,url_key,description,short_description,mio_symbol,date,news_from_date,news_to_date,visibility,legacy_switch,watchthevideo,wheretobuy,where_to_buy_button,buyitnow,buy_it_now_button,mivue_manager,mivue_app,mivue_app_pro,buy_now_in_shop,allow_for_rma,weight,short_desc_icon,country_of_manufacture,searchindex_weight,amrolepermissions_owner,iwd_blog_featured_product,you_may_also_like,best_selling,old_id,url_path,required_options,has_options,image_label,small_image_label,thumbnail_label,product_banner_title001,product_banner_st001,product_banner_desc001,product_banner_title_color001,product_banner_st_color001,product_banner_desc_color001,font_anim001,font_anim_delay001,img_anim001,img_anim_delay001,product_banner_btn001,product_banner_btn_url001,product_banner_btn_color001,product_banner_theme001,product_banner_maskswitch001,product_banner_height001,product_banner_title002,product_banner_st002,product_banner_desc002,product_banner_title_color002,product_banner_st_color002,product_banner_desc_color002,font_anim002,font_anim_delay002,img_anim002,img_anim_delay002,product_banner_btn002,product_banner_btn_url002,product_banner_btn_color002,product_banner_theme002,product_banner_maskswitch002,product_banner_height002,product_banner_title003,product_banner_st003,product_banner_desc003,product_banner_title_color003,product_banner_st_color003,product_banner_desc_color003,font_anim003,font_anim_delay003,img_anim003,img_anim_delay003,product_banner_btn003,product_banner_btn_url003,product_banner_btn_color003,product_banner_theme003,product_banner_maskswitch003,product_banner_height003,product_banner_title004,product_banner_st004,product_banner_desc004,product_banner_title_color004,product_banner_st_color004,product_banner_desc_color004,font_anim004,font_anim_delay004,img_anim004,img_anim_delay004,product_banner_btn004,product_banner_btn_url004,product_banner_btn_color004,product_banner_theme004,product_banner_maskswitch004,product_banner_height004,product_banner_title005,product_banner_st005,product_banner_desc005,product_banner_title_color005,product_banner_st_color005,product_banner_desc_color005,font_anim005,font_anim_delay005,img_anim005,img_anim_delay005,product_banner_btn005,product_banner_btn_url005,product_banner_btn_color005,product_banner_theme005,product_banner_maskswitch005,product_banner_height005,product_banner_title006,product_banner_st006,product_banner_desc006,product_banner_title_color006,product_banner_st_color006,product_banner_desc_color006,font_anim006,font_anim_delay006,img_anim006,img_anim_delay006,product_banner_btn006,product_banner_btn_url006,product_banner_btn_color006,product_banner_theme006,product_banner_maskswitch006,product_banner_height006,product_banner_title007,product_banner_st007,product_banner_desc007,product_banner_title_color007,product_banner_st_color007,product_banner_desc_color007,font_anim007,font_anim_delay007,img_anim007,img_anim_delay007,product_banner_btn007,product_banner_btn_url007,product_banner_btn_color007,product_banner_theme007,product_banner_maskswitch007,product_banner_height007,product_banner_title008,product_banner_st008,product_banner_desc008,product_banner_title_color008,product_banner_st_color008,product_banner_desc_color008,font_anim008,font_anim_delay008,img_anim008,img_anim_delay008,product_banner_btn008,product_banner_btn_url008,product_banner_btn_color008,product_banner_theme008,product_banner_maskswitch008,product_banner_height008,product_banner_title009,product_banner_st009,product_banner_desc009,product_banner_title_color009,product_banner_st_color009,product_banner_desc_color009,font_anim009,font_anim_delay009,font_align009,img_anim009,img_anim_delay009,product_banner_btn009,product_banner_btn_url009,product_banner_btn_color009,product_banner_theme009,product_banner_maskswitch009,product_banner_height009,product_banner_title010,product_banner_st010,product_banner_desc010,product_banner_title_color010,product_banner_st_color010,product_banner_desc_color010,font_anim010,font_anim_delay010,img_anim010,img_anim_delay010,product_banner_btn010,product_banner_btn_url010,product_banner_btn_color010,product_banner_theme010,product_banner_maskswitch010,product_banner_height010,product_banner_title011,product_banner_st011,product_banner_desc011,product_banner_title_color011,product_banner_st_color011,product_banner_desc_color011,font_anim011,font_anim_delay011,img_anim011,img_anim_delay011,product_banner_btn011,product_banner_btn_url011,product_banner_btn_color011,product_banner_theme011,product_banner_maskswitch011,product_banner_height011,product_banner_title012,product_banner_st012,product_banner_desc012,product_banner_title_color012,product_banner_st_color012,product_banner_desc_color012,font_anim012,font_anim_delay012,img_anim012,img_anim_delay012,product_banner_btn012,product_banner_btn_url012,product_banner_btn_color012,product_banner_theme012,product_banner_maskswitch012,product_banner_height012,product_banner_title013,product_banner_st013,product_banner_desc013,product_banner_title_color013,product_banner_st_color013,product_banner_desc_color013,font_anim013,font_anim_delay013,img_anim013,img_anim_delay013,product_banner_btn013,product_banner_btn_url013,product_banner_btn_color013,product_banner_theme013,product_banner_maskswitch013,product_banner_height013,product_banner_title014,product_banner_st014,product_banner_desc014,product_banner_title_color014,product_banner_st_color014,product_banner_desc_color014,font_anim014,font_anim_delay014,img_anim014,img_anim_delay014,product_banner_btn014,product_banner_btn_url014,product_banner_btn_color014,product_banner_theme014,product_banner_maskswitch014,product_banner_height014,product_banner_title015,product_banner_st015,product_banner_desc015,product_banner_title_color015,product_banner_st_color015,product_banner_desc_color015,font_anim015,font_anim_delay015,img_anim015,img_anim_delay015,product_banner_btn015,product_banner_btn_url015,product_banner_btn_color015,product_banner_theme015,product_banner_maskswitch015,product_banner_height015,multiple_safety_cams,intelligent_voice_alert,integrated_radar,detected_radar_type,detection_modes,quick_switch_modes,m_signature_filter,radar_detection_range,display_size,touchscreen_text,recording_resolution_text,image_sensor,optic_sensor,video_sensor,aperture,recording_format,file_saved_in_second,lens_viewing_angle,audio_recording_text,night_mode_text,dnr_three_dnr,wifi_text,bt,gps,three_axis_gsensor_text,second_card_slot_text,memory,operating_temperature,operating_humidity,battery,power_adapter,battery_capacity,power_connector,supercap,height_mm,width_mm,depth_mm,weight_gr,microphone_text,speaker_text,rotating_mount_text,av_in_port_text,av_out,rear_camera,support_rear_cam,support_tpms,smartbox,waterproof_design,charge_recordings,reversing_monitor_display,support_products,built_in_gold_capacitor,remark1,compatible_models,other,rear_cam_reversing,video_backup,voice_guidance,gps_tracking_text,safety_camera_text,custom_speedcam_text,interval_safety_camera_text,stop_go,lane_departure_warning_text,forward_collision_warning_text,cruise_control_reminder_text,hud_display_mode,headlight_reminding_text,fatigue_alert_text,eco_drive_text,parking_mode_text,smart_parking_mode_text,passive_powered_parking_mode,wdr_recording_text,event_recording,ev_adjustment_text,hd_output_text,gps_photo_text,customizable_video_label_text,postpone_ten_second_text,photo_mode_text,auto_power_on_text,manual_text,automatic_text,shock_sensor_text,motion_sensor_text,including_lifetime_safety_text,speed_limit_text,ability_photo_video_text,smartphone_app,desktop,ota_update,format,find_my_parked_car,mileage_report,series_filter_tw,screensize,resolution_format,aperture_filter,use_situation_dvr,inb_title001,inb_title002,inb_title003,inb_title004,inb_title005,inb_title006,inb_title007,inb_title008,inb_title009,inb_title010,meta_title,meta_keyword,meta_description,product_video_tabname001,product_video_title001,product_video_desc001,product_video_url001,product_video_tabname002,product_video_title002,product_video_desc002,product_video_url002,product_video_tabname003,product_video_title003,product_video_desc003,product_video_url003,product_video_tabname004,product_video_title004,product_video_desc004,product_video_url004,product_video_tabname005,product_video_title005,product_video_desc005,product_video_url005,eshop_banner_title,eshop_banner_subtitle,eshop_banner_description,eshop_banner_title_color,eshop_banner_subtitle_color,eshop_banner_description_color,eshop_banner_text_animation,eshop_banner_text_anim_delay,eshop_banner_image_animation,eshop_banner_img_anim_delay,eshop_banner_button_text,eshop_banner_button_link,eshop_banner_button_color,eshop_banner_image_position,eshop_banner_mask_switch,eshop_banner_product_height,customeroverview,overview1name,overview1description,overview2name,overview2description,overview3name,overview3description,features_title1,features_description1,features_title2,features_description2,features_title3,features_description3,features_title4,features_description4,features_title5,features_description5,features_title6,features_description6,features_title7,features_description7,features_title8,features_description8,features_title9,features_description9,features_title10,features_description10,features_title11,features_description11,features_title12,features_description12,special_from_date,special_to_date,group_price,tier_price,msrp_enabled,msrp_display_actual_price_type,msrp,tax_class_id,minimal_price,is_recurring,recurring_profile,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,options_container,chipset_gps,processor_type,display_type_size,display_resolution,battery_type,input_output_power,tmc_text,memory_ram,memory_rom,micro_sd_card_slot,maxsd_card_storage,usb,bluetooth_handsfree,bluetooth_phonebook_text,builtin_dash_cam,video_resolution,video_format,glass_lens_aperture,field_of_view,color_display,g_sensor,motion_detection_recording,camera_text,screen_browsing_direction,dimensions,ability_to_disable_video_speed,gpsintegrated_into_video_file,lifetime_map_updates_text,lifetime_sc_updates_text,road_speed_limit_information,spoken_street_names_text,lane_guidance_text,iq_routes_text,threed_junction_view_text,learn_me_pro_text,pedestrian_mode_text,trip_planner_text,near_me_text,find_my_car_text,tunnel_text,sound_effect_text,voice_entry_text,media_player_text,bluetooth_hfc_text,truckmode_text,pnd_operating_system,navigation_software_map,bluetoothhandsfreecarkit,series_filter_pnd,use_situation_pnd,frequency,signal_receiver_size,tire_sensor_size,signal_receiver_weight,intra_fetal_sensor_weight,signal_receiver_battery,tire_sensor_battery,sensor_operating_temperature,sensor_tire_pressure_range,paneltype,waterrating_filter,use_situation_cyclo,b2b_accessories_title1,b2b_accessories_description1,b2b_accessories_title2,b2b_accessories_description2,b2b_accessories_title3,b2b_accessories_description3,b2b_accessories_title4,b2b_accessories_description4,b2b_accessories_title5,b2b_accessories_description5,b2b_accessories_title6,b2b_accessories_description6,b2b_accessories_title7,b2b_accessories_description7,b2b_accessories_title8,b2b_accessories_description8,b2b_accessories_title9,b2b_accessories_description9,b2b_accessories_title10,b2b_accessories_description10,device_id,policy_name1,policy_content1,policy_name2,policy_content2,policy_name3,policy_content3,mivue_share,cradle_usb,cradle_i_o_ports,cradle_audio,cradle_video_in,cradle_gnss,crade_dead_reckoning,cradle_lock_function,cradle_power_interface,cradle_environment,cradle_certification,cradle_weight,cradle_dimensions,rated_input_voltage,output,time_duration_cut_off,voltage_cut_off,notice,product_resource,display_b2b,touch_panel_b2b,platform_b2b,platform_mioserv_b2b,os_b2b,memory_b2b,memory_mioserv_b2b,expansion_b2b,peripheral_devices_b2b,wireless_interface_b2b,audio_b2b,nfc_b2b,rfid_b2b,supported_transponders_b2b,led_light_bar_b2b,sensor_b2b,bcr_b2b_textarea,camera_b2b,camera_b2b_textarea,physical_interfance_b2b,payment_b2b,all_in_one_connector_b2b,button,led_indicators_b2b,battery_b2b,power_b2b,boot_up_time_b2b,parking_mode_b2b,watchdog_timer_b2b,mechanical_design_b2b,environment,certification_b2b,software_b2b,warranty_b2b,weight_b2b,dimension_b2b,remarks_b2b,b2b_device,b2b_data_recording,b2b_smart_phone_support,b2b_filter,main_category,duration,region,guid,documentation_link,email_template,iso_download_link,request_amount,key_template,cost,features,identifier
1,5415N5680003,"MiVue™ 785 (停產)",11,simple,"[""45""]",[],,,249.9900,,1,2017-10-23T15:13:34+01:00,"2020-03-24 18:24:16","[""45""]",[],simple,20,,"MiVue™ 785",mivue-785,夜視進化GPS行車記錄器,"<ul>
<li>採用Sony的感光元件</li>
<li>F1.8大光圈</li>
<li>GPS測速雙預警</li>
<li>支援前後雙鏡頭最高畫質同步錄影</li>
</ul>",1,"2017-11-14 00:00:00",,,4,0,https://www.youtube.com/watch?v=R7nQ6EWqJ60&t=10s,,1,,,1,0,0,0,1,100.0000,,,,,0,0,0,,mivue-785,0,0,,,,想要拍的清，感光元件是核心,採用Sony的感光元件,採用鏡頭大廠感光元件，強化夜間拍攝效果，色彩更飽滿艷麗，降低雜訊，搭配Mio獨家專業影像調校技術，提供更清晰的夜晚拍攝品質。,26,202,30,41,,39,,,,,185,0,464,光圈，決定拍攝進光量,"F1.8 大光圈",大光圈鏡頭，提供最佳進光量，促使拍攝影像明亮且均勻，讓夜晚拍攝畫面更容易辨識。,,,,,,,,,,,187,0,466,測速雙預警，隨心所選,"GPS測速雙預警 ","可隨個人駕駛習慣選擇不同模式測速提醒<br/>
1. 一般預警- 依照「速限」固定距離警示<br/>
2. 專利動態預警- 依照「車速」動態調整提前警示距離",,,,,,,,,,,189,1,468,不只瞻前，更要顧後,支援前後雙鏡頭最高畫質同步錄影,"支援MiVue™ A系列後鏡頭，透過Mio Full HD 1080P/30fps 後鏡頭，連接於主機以同時記錄車輛前方與後方的行車影像，可選擇以最高畫質錄影，瞻前顧後更放心。",96,214,100,,,,,,,,191,0,470,"壓力大?發高燒? 輪胎狀況要知道",支援胎壓偵測,"汽車熄火後或靜止一段時間後，行車記錄器可偵測鏡頭前移動的影像或震動，並自動啟動錄影模式( 需選購Mio MiVue™系列 電力線)。是您愛車的最佳專屬警衛。
",,,,,,,,,,,,1,472,,,,,,,,,,,,,,,1,474,,,,,,,,,,,,,,,1,476,,,,,,,,,,,,,,,1,478,,,,,,,,,,,,,,,,0,479,,,,,,,,,,,,,,,0,481,,,,,,,,,,,,,,,0,483,,,,,,,,,,,,,,,0,485,,,,,,,,,,,,,,,0,487,,,,,,,,,,,,,,,0,489,,,,,,,,,,,,,,,0,491,,,,,,,,,"2.7"" 觸控螢幕 (可設定自動關閉)",,"1080P解析度 - 1080P /30fps",,,"採用Sony的低照度CMOS感光元件、200萬畫素；全玻璃鏡頭 ",F1.8,.mp4(H.264),,130⁰,,,,,,"True (定位自動調整日期時間)","True ",,"● MicroSD卡槽 (建議Class 10以上，最大支援128G，使用128G記憶卡需將記憶卡放入機器內格式化才能使用。)<br/>● 使用雙鏡頭錄影時，記憶卡必須至少16GB (Class10以上)。<br/> <a href=""https://www.mio.com/tw/warning/"" target=""_blank""> → 記憶卡使用請務必點閱注意事項說明</a>","-10⁰ to 60⁰ C",,,"mini USB, 5V/1A","240 mAh",,,"52.2 mm","87.9 mm","33 mm","94.5 g","True ","True ",,,,,"True (A20/A30/A40皆可支援)","True (需選購原廠MiTIRE T25KIT)","True (需選購原廠套件)",,,,,,,,,,,,"True ","True (可更新)；雙模式(一般預警 與 專利動態預警)","True ",,"True ","True (車速需大於60km/h)","True ","True ","True (顯示時間與車速)","True ","True ","True ","● 雙模式：碰撞感應與影像感應 <br/>● 需另行選購MiVue™系列電力線",,,"True ",True,"True (7段)",,,,,"True (連接後鏡頭時需使用選單內的相機功能以拍攝前方影像)",,,,,,,,,,,,,,,56,43,48,242,"244,246,253,250,247,170756",車用充電線<br/>,"車用固定架<br/>MiVue™ 7、6、C系列 專用",,,,,,,,,"MiVue™ 785 - 車用行車記錄器 - Mio",,"MiVue™ 785 - 夜視進化GPS行車記錄器 - Mio",GPS固定測速照相提醒原理,GPS<br/>固定測速照相提醒原理,,https://www.youtube.com/watch?v=waExOZ602DM,ADAS-車道偏移警示,ADAS-車道偏移警示,"車輛若偏離行駛車道時，會以警示語音提醒。(車速需大於60km/h) ",https://www.youtube.com/watch?v=WzqRvLoV4wc,ADAS-前車碰撞警示,ADAS-前車碰撞警示,透過影像偵測與前車的距離，提醒保持安全車距以策安全。,https://www.youtube.com/watch?v=xkS61NCO5j0,日間1080P/30fps效果,日間1080P/30fps效果,請使用1080P/30fps效果觀看,https://www.youtube.com/watch?v=QiY_ZxtXutk&t=2s,夜間1080P/30fps效果,夜間1080P/30fps效果,請使用1080P/30fps效果觀看,https://www.youtube.com/watch?v=_AlsZXGWadY,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],2,4,,5,,0,,,astralweb/newmio,,,,,container1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,5415N5300009,"MiVue™ C330",11,simple,"[""6"",""44""]",[],,,10000.0000,,1,2017-11-04T19:18:23+00:00,"2020-09-03 10:53:51","[""6"",""44""]",[],simple,6,,"MiVue™ C330",mivue-c330,"Ваш помощник на дороге со встроенным GPS, снимающий в Full HD","<ul>
<li>Запись видео в Full HD (1920х1080)</li>
<li>Встроенный GPS приемник</li>
<li>Умное оповещение о камерах контроля скорости</li>
<li>Штамп в кадре с отображением координат</li>
</ul>",1,"2016-06-01 00:00:00",,,4,0,https://www.youtube.com/watch?v=I1-7dS-6M5o&t=8s,,1,https://www.eldorado.ru/cat/detail/avtomobilnyj-videoregistrator-mio-mivue-c330/,1,1,0,0,0,1,65.0000,,,,,0,0,0,,mivue-c330,0,0,,,,"Детализированное видео ",,"Видеорегистратор имеет светосильную оптику с диафрагмой F2.0, обеспечивающую запись видео в разрешении Full HD и углом обзора 130°даже в условиях плохой видимости.",26,,30,41,,40,,,,,,1,464,GPS-приемник,,"Наличие встроенного GPS приемника в видеорегистраторе, позволяет непрерывно записывать информацию о местоположении, скорости и высоте над уровнем моря, а так же предупреждать о приближении к камерам контроля скорости.",62,,178,71,,76,,,,,,1,466,"Запечатлите вашу поездку ",,"MiVue C330™ начинает запись видео сразу же с момента старта автомобиля, так что вы можете быть уверены, что каждая деталь вашего поездки записывается и при необходимости сохраняется.",80,,84,87,,92,,,,,,1,468,"Личный свидетель на дороге",,"При срабатывании датчика удара MiVue C330, видеорегистратор мгновенно начинает запись нестираемого видео для последующего анализа события и помещает его в нестираемый буфер памяти",96,,100,102,,113,,,,,,1,470,"Умное крепление",,"Поворотный механизм крепления позволяет развернуть устройство на 360 и записать все интересующие моменты.",116,,120,122,,129,,,,,,1,472,"Сохраняйте и делитесь видеозаписями",,"С помощью приложения MiVue Manager вы можете сохранять видео с вашего устройства и далее делиться им на Facebook® и YouTube.",130,,134,138,,145,,,,,,1,474,"Хранитель экрана (HUD) ",,"Чтобы не отвлекать Вас во время вождения, на дисплее будет указана текущая скорость движения и точное время. При приближении к камерам контроля скорости, на экране появится предупреждение об ограничении.",146,,150,155,,160,,,,,,1,476,"Добавление камер контроля скорости",,"Пользователь самостоятельно может добавлять камеры контроля скорости на дороге.",164,,168,170,,177,,,,,,1,478,,,,,,,,,,,,,,,,0,479,,,,,,,,,,,,,,,0,481,,,,,,,,,,,,,,,0,483,,,,,,,,,,,,,,,0,485,,,,,,,,,,,,,,,0,487,,,,,,,,,,,,,,,0,489,,,,,,,,,,,,,,,0,491,,,,,,,,,"2.0""",,"Full HD 1920x1080 30 к/с",,,,"F 2.0","MP4 (H.264)",,130°,True,True,,,,True,,,"microSD, до 128 ГБ. Рекомендуются карты классом 10","от -10 до +60 °C","5% - 85%",True,"Автомобильный адаптер (эффективная мощность 5В/1А)",,"Разъем питания / USB",,51,62.2,36.9,65,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,True,True,True,,,,True,,,,,,,57,45,48,241,"249,247,269","Автомобильное крепление","Автомобильное зарядное устройство",,,,,,,,,"MiVue™ C330 - Авто-видеорегистраторы - Mio",,"MiVue™ C330　Ваш помощник на дороге со встроенным GPS, снимающий в Full HD - Mio ","Дневная съемка","Дневная съемка",,"https://www.youtube.com/watch?v=I1-7dS-6M5o&t=8s ","Ночная съемка ","Ночная съемка ","Видеорегистратор Mio MiVue™ С330 записывает яркое и контрастное видео в разрешении Full HD",https://www.youtube.com/watch?v=sJBR5FSLHaM,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],2,4,,5,,0,,,,,,,,container1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,5415N5300008,"MiVue™ C330",11,simple,"[""6"",""25"",""44""]",[],,,10000.0000,,1,2017-11-04T19:27:59+00:00,"2020-03-24 17:21:49","[""6"",""25"",""44""]",[],simple,20,,"MiVue™ C330",mivue-c330,F1.8大光圈GPS行車記錄器,"<ul>
<li>F1.8大光圈</li>
<li>Full HD 1080P/30fps</li>
<li>GPS測速雙預警</li>
<li>自訂測速照相點</li>
</ul>",1,"2017-11-30 00:00:00",,,4,0,https://www.youtube.com/watch?v=fVHJVDnr60Q,,1,,,1,0,0,0,1,59.5000,,,,,0,0,0,,mivue-c330,0,0,,,,光圈，決定拍攝進光量,"F1.8 大光圈 ",大光圈鏡頭，提供最佳進光量，促使拍攝影像明亮且均勻，讓夜晚拍攝畫面更容易辨識。,26,202,30,,,,,,,,184,1,464,真實1080P，畫面夠清晰,"Full HD 1080P","解析度1920 x1080 / 30fps 的Full HD高畫質錄影功能及H.264錄影格式。",64,206,180,70,,,,,,,187,1,466,測速雙預警，隨心所選,"GPS測速雙預警 ","可隨個人駕駛習慣選擇不同模式測速提醒 <br/>1. 一般預警- 依照「速限」固定距離警示 <br/>2. 專利動態預警- 依照「車速」動態調整提前警示距離",80,210,84,,,,,,,,188,1,468,測速照相，隨手新增更安心,自訂測速照相點,可隨時自行新增目前位置的測速照相點位資訊，使用更方便。,96,214,100,102,,,,,,,190,1,470,"最大支援128G Micro SD記憶卡","最大支援 class10- 128G","MicroSD記憶卡(建議Class 10高速卡，不支援SanDisk Ultra系列記憶卡)，可錄影時間更久，檔案不會很快被覆蓋。",116,218,120,,,,,,,,192,1,472,,,,,,,,,,,,,,,1,474,,,,,,,,,,,,,,,1,476,,,,,,,,,,,,,,,1,478,,,,,,,,,,,,,,,,0,479,,,,,,,,,,,,,,,0,481,,,,,,,,,,,,,,,0,483,,,,,,,,,,,,,,,0,485,,,,,,,,,,,,,,,0,487,,,,,,,,,,,,,,,0,489,,,,,,,,,,,,,,,0,491,,,,,,,,,"2.0"" (可設定自動關閉)",,"1080P解析度 - 1920 x 1080 /30fps",,,CMOS低照度感光元件、200萬畫素；全玻璃鏡頭,"F 1.8",.mp4(H.264),,130⁰,,,,,,"True (定位自動調整日期時間)","True ",,"● MicroSD卡槽 (建議Class 10以上，最大支援128G，使用128G記憶卡需將記憶卡放入機器內格式化才能使用。)<br/> <a href=""https://www.mio.com/tw/warning/"" target=""_blank""> → 記憶卡使用請務必點閱注意事項說明</a>","-10⁰ to 60⁰ C",,,"mini USB, 5V/1A","240 mAh",,,"62.2 mm","51 mm","36.9 mm","65 g",True,True,,,,,,,,,,,,,,,,,,,"True ","True (可更新)；雙預警(一般預警/專利動態預警)","True ",,,,,"True ","True (顯示時間與車速)",,,,,,,"True ",True,"True (7段)",,,,,,,,,,,,,,,,,,,,56,45,48,242,"249,247",3M黏貼式支架,車用充電器,,,,,,,,,"MiVue™ C330 - 車用行車記錄器 - Mio",,"MiVue™ C330 - F1.8大光圈GPS行車記錄器 - Mio",夜間1080P/30fps效果1,夜間1080P/30fps效果1,C320、C330效果相同，請使用1080P效果觀看,https://www.youtube.com/watch?v=Uvcyv5sacAA&feature=youtu.be,夜間1080P/30fps效果2,夜間1080P/30fps效果2,C320、C330效果相同，請使用1080P效果觀看,https://www.youtube.com/watch?v=ISZFbNAmqrE&feature=youtu.be,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],2,4,,0,,0,,,,,,,,container1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,5415N5300005,"MiVue™ C320",11,simple,"[""6"",""25"",""44""]",[],,,10000.0000,,1,2017-11-04T19:51:47+00:00,"2020-03-24 17:23:01","[""6"",""25"",""44""]",[],simple,20,,"MiVue™ C320",mivue-c320,F1.8大光圈行車記錄器,"<ul>
<li>F1.8大光圈</li>
<li>Full HD 1080P/30fps</li>
<li>WDR數位寬動態</li>
<li>支援128G記憶卡
</li>
</ul>",1,"2017-11-09 00:00:00",,,4,0,https://www.youtube.com/watch?v=fVHJVDnr60Q,,1,,,1,0,0,0,1,65.0000,,,,,0,0,0,,mivue-c320,0,0,,,," 光圈，決定拍攝進光量","F1.8 大光圈 ",大光圈鏡頭，提供最佳進光量，促使拍攝影像明亮且均勻，讓夜晚拍攝畫面更容易辨識。,26,202,30,,,,,,,,184,1,464,真實1080P，畫面夠清晰,"Full HD 1080P ","解析度1920 x1080 / 30fps 的Full HD高畫質錄影功能及H.264錄影格式。",64,206,180,71,,,,,,,187,1,466,"最大支援128G Micro SD記憶卡","最大支援 class10- 128G ","MicroSD記憶卡(建議Class 10高速卡，不支援SanDisk Ultra系列記憶卡)，可錄影時間更久，檔案不會很快被覆蓋。",80,210,84,,,,,,,,188,0,468,優化明暗，不須求人,"WDR 數位寬動態 ",透過寬動態軟體技術，對畫面中背光的明暗景物加以調整，以獲得最佳化的數位影像。,96,214,100,102,,,,,,,191,1,470,看時間不用再低頭,HUD抬頭顯示模式,可全螢幕顯示目前時間，提供即時訊息。,114,216,118,123,,,,,,,193,0,472,,,,,,,,,,,,,,,1,474,,,,,,,,,,,,,,,1,476,,,,,,,,,,,,,,,1,478,,,,,,,,,,,,,,,,0,479,,,,,,,,,,,,,,,0,481,,,,,,,,,,,,,,,0,483,,,,,,,,,,,,,,,0,485,,,,,,,,,,,,,,,0,487,,,,,,,,,,,,,,,0,489,,,,,,,,,,,,,,,0,491,,,,,,,,,"2.0"" (可設定自動關閉)",,"1080P解析度 - 1920 x 1080 /30fps",,,CMOS低照度感光元件、200萬畫素；全玻璃鏡頭,F1.8,.mp4(H.264),,130⁰,,,,,,,True,,"● MicroSD卡槽 (建議Class 10以上，最大支援128G，使用128G記憶卡需將記憶卡放入機器內格式化才能使用。)<br/> <a href=""https://www.mio.com/tw/warning/"" target=""_blank""> → 記憶卡使用請務必點閱注意事項說明</a>","-10⁰ to 60⁰ C",,,"mini USB, 5V/1A","240 mAh",,,"62.2 mm","51 mm","36.9 mm","65 g",True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,"True (顯示時間)",,,,,,,True,"True ","True (7段)",,,,,,,,,,,,,,,,,,,,56,45,48,242,249,車用固定架,車用充電器,,,,,,,,,"MiVue™ C320 - 車用行車記錄器 - Mio",,"MiVue™ C320 - F1.8大光圈行車記錄器 - Mio",夜間1080P/30fps效果1,夜間1080P/30fps效果1,C320、C330效果相同，請使用1080P效果觀看,https://www.youtube.com/watch?v=Uvcyv5sacAA&feature=youtu.be,夜間1080P/30fps效果2,夜間1080P/30fps效果2,C320、C330效果相同，請使用1080P效果觀看,https://www.youtube.com/watch?v=ISZFbNAmqrE&feature=youtu.be,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],2,4,,0,,0,,,,,,,,container1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
