attribute_id,code,label,type,required,scope,options
1070,s2_url_1,s2_url_1,text,0,store,
1071,s2_url_2,s2_url_2,text,0,store,
1072,s2_url_3,s2_url_3,text,0,store,
1073,s2_url_4,s2_url_4,text,0,store,
1074,s3_url_1,s3_url_1,text,0,store,
1075,s3_url_2,s3_url_2,text,0,store,
1076,s3_url_3,s3_url_3,text,0,store,
1077,s3_url_4,s3_url_4,text,0,store,
1078,s4_url_1,s4_url_1,text,0,store,
1079,s4_url_2,s4_url_2,text,0,store,
1080,s4_url_3,s4_url_3,text,0,store,
1081,s4_url_4,s4_url_4,text,0,store,
1082,s5_url_1,s5_url_1,text,0,store,
1083,s5_url_2,s5_url_2,text,0,store,
1084,s5_url_3,s5_url_3,text,0,store,
1085,s5_url_4,s5_url_4,text,0,store,
1086,s6_url_1,s6_url_1,text,0,store,
1087,s6_url_2,s6_url_2,text,0,store,
1088,s6_url_3,s6_url_3,text,0,store,
1089,s6_url_4,s6_url_4,text,0,store,
1090,s7_url_1,s7_url_1,text,0,store,
1091,s7_url_2,s7_url_2,text,0,store,
1092,s7_url_3,s7_url_3,text,0,store,
1093,s7_url_4,s7_url_4,text,0,store,
1094,s8_url_1,s8_url_1,text,0,store,
1095,s8_url_2,s8_url_2,text,0,store,
1096,s8_url_3,s8_url_3,text,0,store,
1097,s8_url_4,s8_url_4,text,0,store,
1098,s9_url_1,s9_url_1,text,0,store,
1099,s9_url_2,s9_url_2,text,0,store,
1100,s9_url_3,s9_url_3,text,0,store,
1101,s9_url_4,s9_url_4,text,0,store,
1102,s10_url_1,s10_url_1,text,0,store,
1103,s10_url_2,s10_url_2,text,0,store,
1104,s10_url_3,s10_url_3,text,0,store,
1105,s10_url_4,s10_url_4,text,0,store,
1106,s11_url_1,s11_url_1,text,0,store,
1107,s11_url_2,s11_url_2,text,0,store,
1108,s11_url_3,s11_url_3,text,0,store,
1109,s11_url_4,s11_url_4,text,0,store,
1110,s12_url_1,s12_url_1,text,0,store,
1111,s12_url_2,s12_url_2,text,0,store,
1112,s12_url_3,s12_url_3,text,0,store,
1113,s12_url_4,s12_url_4,text,0,store,
1114,s13_url_1,s13_url_1,text,0,store,
1115,s13_url_2,s13_url_2,text,0,store,
1116,s13_url_3,s13_url_3,text,0,store,
1117,s13_url_4,s13_url_4,text,0,store,
1118,s14_url_1,s14_url_1,text,0,store,
1119,s14_url_2,s14_url_2,text,0,store,
1120,s14_url_3,s14_url_3,text,0,store,
1121,s14_url_4,s14_url_4,text,0,store,
1122,s15_url_1,s15_url_1,text,0,store,
1123,s15_url_2,s15_url_2,text,0,store,
1124,s15_url_3,s15_url_3,text,0,store,
1125,s15_url_4,s15_url_4,text,0,store,
1126,s1_buttontext_1,s1_buttontext_1,text,0,store,
1127,s1_buttontext_2,s1_buttontext_2,text,0,store,
1128,s1_buttontext_3,s1_buttontext_3,text,0,store,
1129,s1_buttontext_4,s1_buttontext_4,text,0,store,
1130,s2_buttontext_1,s2_buttontext_1,text,0,store,
1131,s2_buttontext_2,s2_buttontext_2,text,0,store,
1132,s2_buttontext_3,s2_buttontext_3,text,0,store,
1133,s2_buttontext_4,s2_buttontext_4,text,0,store,
1134,s3_buttontext_1,s3_buttontext_1,text,0,store,
1135,s3_buttontext_2,s3_buttontext_2,text,0,store,
1136,s3_buttontext_3,s3_buttontext_3,text,0,store,
1137,s3_buttontext_4,s3_buttontext_4,text,0,store,
1138,s4_buttontext_1,s4_buttontext_1,text,0,store,
1139,s4_buttontext_2,s4_buttontext_2,text,0,store,
1140,s4_buttontext_3,s4_buttontext_3,text,0,store,
1141,s4_buttontext_4,s4_buttontext_4,text,0,store,
1142,s5_buttontext_1,s5_buttontext_1,text,0,store,
1143,s5_buttontext_2,s5_buttontext_2,text,0,store,
1144,s5_buttontext_3,s5_buttontext_3,text,0,store,
1145,s5_buttontext_4,s5_buttontext_4,text,0,store,
1146,s6_buttontext_1,s6_buttontext_1,text,0,store,
1147,s6_buttontext_2,s6_buttontext_2,text,0,store,
1148,s6_buttontext_3,s6_buttontext_3,text,0,store,
1149,s6_buttontext_4,s6_buttontext_4,text,0,store,
1150,s7_buttontext_1,s7_buttontext_1,text,0,store,
1151,s7_buttontext_2,s7_buttontext_2,text,0,store,
1152,s7_buttontext_3,s7_buttontext_3,text,0,store,
1153,s7_buttontext_4,s7_buttontext_4,text,0,store,
1154,s8_buttontext_1,s8_buttontext_1,text,0,store,
1155,s8_buttontext_2,s8_buttontext_2,text,0,store,
1156,s8_buttontext_3,s8_buttontext_3,text,0,store,
1157,s8_buttontext_4,s8_buttontext_4,text,0,store,
1158,s9_buttontext_1,s9_buttontext_1,text,0,store,
1159,s9_buttontext_2,s9_buttontext_2,text,0,store,
1160,s9_buttontext_3,s9_buttontext_3,text,0,store,
1161,s9_buttontext_4,s9_buttontext_4,text,0,store,
1162,s10_buttontext_1,s10_buttontext_1,text,0,store,
1163,s10_buttontext_2,s10_buttontext_2,text,0,store,
1164,s10_buttontext_3,s10_buttontext_3,text,0,store,
1165,s10_buttontext_4,s10_buttontext_4,text,0,store,
1166,s11_buttontext_1,s11_buttontext_1,text,0,store,
1167,s11_buttontext_2,s11_buttontext_2,text,0,store,
1168,s11_buttontext_3,s11_buttontext_3,text,0,store,
1169,s11_buttontext_4,s11_buttontext_4,text,0,store,
1170,s12_buttontext_1,s12_buttontext_1,text,0,store,
1171,s12_buttontext_2,s12_buttontext_2,text,0,store,
1172,s12_buttontext_3,s12_buttontext_3,text,0,store,
1173,s12_buttontext_4,s12_buttontext_4,text,0,store,
1174,s13_buttontext_1,s13_buttontext_1,text,0,store,
1175,s13_buttontext_2,s13_buttontext_2,text,0,store,
1176,s13_buttontext_3,s13_buttontext_3,text,0,store,
1177,s13_buttontext_4,s13_buttontext_4,text,0,store,
1178,s14_buttontext_1,s14_buttontext_1,text,0,store,
1179,s14_buttontext_2,s14_buttontext_2,text,0,store,
1180,s14_buttontext_3,s14_buttontext_3,text,0,store,
1181,s14_buttontext_4,s14_buttontext_4,text,0,store,
1182,s15_buttontext_1,s15_buttontext_1,text,0,store,
1183,s15_buttontext_2,s15_buttontext_2,text,0,store,
1184,s15_buttontext_3,s15_buttontext_3,text,0,store,
1185,s15_buttontext_4,s15_buttontext_4,text,0,store,
1186,s1_image_1,s1_image_1,image,0,store,
1187,s1_image_2,s1_image_2,image,0,store,
1188,s1_image_3,s1_image_3,image,0,store,
1189,s1_image_4,s1_image_4,image,0,store,
1190,s2_image_1,s2_image_1,image,0,store,
1191,s2_image_2,s2_image_2,image,0,store,
1192,s2_image_3,s2_image_3,image,0,store,
1193,s2_image_4,s2_image_4,image,0,store,
1194,s3_image_1,s3_image_1,image,0,store,
1195,s3_image_2,s3_image_2,image,0,store,
1196,s3_image_3,s3_image_3,image,0,store,
1197,s3_image_4,s3_image_4,image,0,store,
1198,s4_image_1,s4_image_1,image,0,store,
1199,s4_image_2,s4_image_2,image,0,store,
1200,s4_image_3,s4_image_3,image,0,store,
1201,s4_image_4,s4_image_4,image,0,store,
1202,s5_image_1,s5_image_1,image,0,store,
1203,s5_image_2,s5_image_2,image,0,store,
1204,s5_image_3,s5_image_3,image,0,store,
1205,s5_image_4,s5_image_4,image,0,store,
1206,s6_image_1,s6_image_1,image,0,store,
1207,s6_image_2,s6_image_2,image,0,store,
1208,s6_image_3,s6_image_3,image,0,store,
1209,s6_image_4,s6_image_4,image,0,store,
1210,s7_image_1,s7_image_1,image,0,store,
1211,s7_image_2,s7_image_2,image,0,store,
1212,s7_image_3,s7_image_3,image,0,store,
1213,s7_image_4,s7_image_4,image,0,store,
1214,s8_image_1,s8_image_1,image,0,store,
1215,s8_image_2,s8_image_2,image,0,store,
1216,s8_image_3,s8_image_3,image,0,store,
1217,s8_image_4,s8_image_4,image,0,store,
1218,s9_image_1,s9_image_1,image,0,store,
1219,s9_image_2,s9_image_2,image,0,store,
1220,s9_image_3,s9_image_3,image,0,store,
1221,s9_image_4,s9_image_4,image,0,store,
1222,s10_image_1,s10_image_1,image,0,store,
1223,s10_image_2,s10_image_2,image,0,store,
1224,s10_image_3,s10_image_3,image,0,store,
1225,s10_image_4,s10_image_4,image,0,store,
1226,s11_image_1,s11_image_1,image,0,store,
1227,s11_image_2,s11_image_2,image,0,store,
1228,s11_image_3,s11_image_3,image,0,store,
1229,s11_image_4,s11_image_4,image,0,store,
1230,s12_image_1,s12_image_1,image,0,store,
1231,s12_image_2,s12_image_2,image,0,store,
1232,s12_image_3,s12_image_3,image,0,store,
1233,s12_image_4,s12_image_4,image,0,store,
1234,s13_image_1,s13_image_1,image,0,store,
1235,s13_image_2,s13_image_2,image,0,store,
1236,s13_image_3,s13_image_3,image,0,store,
1237,s13_image_4,s13_image_4,image,0,store,
1238,s14_image_1,s14_image_1,image,0,store,
1239,s14_image_2,s14_image_2,image,0,store,
1240,s14_image_3,s14_image_3,image,0,store,
1241,s14_image_4,s14_image_4,image,0,store,
1242,s15_image_1,s15_image_1,image,0,store,
1243,s15_image_2,s15_image_2,image,0,store,
1244,s15_image_3,s15_image_3,image,0,store,
1245,s15_image_4,s15_image_4,image,0,store,
1256,searchindex_weight,searchindex_weight,text,0,store,
1258,s1_title,s1_title,text,0,store,
1259,s2_title,s2_title,text,0,store,
1260,s3_title,s3_title,text,0,store,
1261,s4_title,s4_title,text,0,store,
1262,s5_title,s5_title,text,0,store,
1263,s6_title,s6_title,text,0,store,
1264,s7_title,s7_title,text,0,store,
1265,s8_title,s8_title,text,0,store,
1266,s9_title,s9_title,text,0,store,
1267,s10_title,s10_title,text,0,store,
1268,s11_title,s11_title,text,0,store,
1269,s12_title,s12_title,text,0,store,
1270,s13_title,s13_title,text,0,store,
1271,s14_title,s14_title,text,0,store,
1272,s15_title,s15_title,text,0,store,
1278,s1_btn_link_target_1,s1_btn_link_target_1,select,0,store,"_blank, _self, _parent, _top"
1279,s1_btn_link_target_2,s1_btn_link_target_2,select,0,store,"_blank, _self, _parent, _top"
1280,s1_btn_link_target_3,s1_btn_link_target_3,select,0,store,"_blank, _self, _parent, _top"
1281,s1_btn_link_target_4,s1_btn_link_target_4,select,0,store,"_blank, _self, _parent, _top"
1282,s2_btn_link_target_1,s2_btn_link_target_1,select,0,store,"_blank, _self, _parent, _top"
1283,s2_btn_link_target_2,s2_btn_link_target_2,select,0,store,"_blank, _self, _parent, _top"
1284,s2_btn_link_target_3,s2_btn_link_target_3,select,0,store,"_blank, _self, _parent, _top"
1285,s2_btn_link_target_4,s2_btn_link_target_4,select,0,store,"_blank, _self, _parent, _top"
1286,s3_btn_link_target_1,s3_btn_link_target_1,select,0,store,"_blank, _self, _parent, _top"
1287,s3_btn_link_target_2,s3_btn_link_target_2,select,0,store,"_blank, _self, _parent, _top"
1288,s3_btn_link_target_3,s3_btn_link_target_3,select,0,store,"_blank, _self, _parent, _top"
1289,s3_btn_link_target_4,s3_btn_link_target_4,select,0,store,"_blank, _self, _parent, _top"
1290,s4_btn_link_target_1,s4_btn_link_target_1,select,0,store,"_blank, _self, _parent, _top"
1291,s4_btn_link_target_2,s4_btn_link_target_2,select,0,store,"_blank, _self, _parent, _top"
1292,s4_btn_link_target_3,s4_btn_link_target_3,select,0,store,"_blank, _self, _parent, _top"
1293,s4_btn_link_target_4,s4_btn_link_target_4,select,0,store,"_blank, _self, _parent, _top"
1294,s5_btn_link_target_1,s5_btn_link_target_1,select,0,store,"_blank, _self, _parent, _top"
1295,s5_btn_link_target_2,s5_btn_link_target_2,select,0,store,"_blank, _self, _parent, _top"
1296,s5_btn_link_target_3,s5_btn_link_target_3,select,0,store,"_blank, _self, _parent, _top"
1297,s5_btn_link_target_4,s5_btn_link_target_4,select,0,store,"_blank, _self, _parent, _top"
1298,s6_btn_link_target_1,s6_btn_link_target_1,select,0,store,"_blank, _self, _parent, _top"
1299,s6_btn_link_target_2,s6_btn_link_target_2,select,0,store,"_blank, _self, _parent, _top"
1300,s6_btn_link_target_3,s6_btn_link_target_3,select,0,store,"_blank, _self, _parent, _top"
1301,s6_btn_link_target_4,s6_btn_link_target_4,select,0,store,"_blank, _self, _parent, _top"
1302,s7_btn_link_target_1,s7_btn_link_target_1,select,0,store,"_blank, _self, _parent, _top"
1303,s7_btn_link_target_2,s7_btn_link_target_2,select,0,store,"_blank, _self, _parent, _top"
1304,s7_btn_link_target_3,s7_btn_link_target_3,select,0,store,"_blank, _self, _parent, _top"
1305,s7_btn_link_target_4,s7_btn_link_target_4,select,0,store,"_blank, _self, _parent, _top"
1306,s8_btn_link_target_1,s8_btn_link_target_1,select,0,store,"_blank, _self, _parent, _top"
1307,s8_btn_link_target_2,s8_btn_link_target_2,select,0,store,"_blank, _self, _parent, _top"
1308,s8_btn_link_target_3,s8_btn_link_target_3,select,0,store,"_blank, _self, _parent, _top"
1309,s8_btn_link_target_4,s8_btn_link_target_4,select,0,store,"_blank, _self, _parent, _top"
1310,s9_btn_link_target_1,s9_btn_link_target_1,select,0,store,"_blank, _self, _parent, _top"
1311,s9_btn_link_target_2,s9_btn_link_target_2,select,0,store,"_blank, _self, _parent, _top"
1312,s9_btn_link_target_3,s9_btn_link_target_3,select,0,store,"_blank, _self, _parent, _top"
1313,s9_btn_link_target_4,s9_btn_link_target_4,select,0,store,"_blank, _self, _parent, _top"
1314,s10_btn_link_target_1,s10_btn_link_target_1,select,0,store,"_blank, _self, _parent, _top"
1315,s10_btn_link_target_2,s10_btn_link_target_2,select,0,store,"_blank, _self, _parent, _top"
1316,s10_btn_link_target_3,s10_btn_link_target_3,select,0,store,"_blank, _self, _parent, _top"
1317,s10_btn_link_target_4,s10_btn_link_target_4,select,0,store,"_blank, _self, _parent, _top"
1318,s11_btn_link_target_1,s11_btn_link_target_1,select,0,store,"_blank, _self, _parent, _top"
1319,s11_btn_link_target_2,s11_btn_link_target_2,select,0,store,"_blank, _self, _parent, _top"
1320,s11_btn_link_target_3,s11_btn_link_target_3,select,0,store,"_blank, _self, _parent, _top"
1321,s11_btn_link_target_4,s11_btn_link_target_4,select,0,store,"_blank, _self, _parent, _top"
1322,s12_btn_link_target_1,s12_btn_link_target_1,select,0,store,"_blank, _self, _parent, _top"
1323,s12_btn_link_target_2,s12_btn_link_target_2,select,0,store,"_blank, _self, _parent, _top"
1324,s12_btn_link_target_3,s12_btn_link_target_3,select,0,store,"_blank, _self, _parent, _top"
1325,s12_btn_link_target_4,s12_btn_link_target_4,select,0,store,"_blank, _self, _parent, _top"
1326,s13_btn_link_target_1,s13_btn_link_target_1,select,0,store,"_blank, _self, _parent, _top"
1327,s13_btn_link_target_2,s13_btn_link_target_2,select,0,store,"_blank, _self, _parent, _top"
1328,s13_btn_link_target_3,s13_btn_link_target_3,select,0,store,"_blank, _self, _parent, _top"
1329,s13_btn_link_target_4,s13_btn_link_target_4,select,0,store,"_blank, _self, _parent, _top"
1330,s14_btn_link_target_1,s14_btn_link_target_1,select,0,store,"_blank, _self, _parent, _top"
1331,s14_btn_link_target_2,s14_btn_link_target_2,select,0,store,"_blank, _self, _parent, _top"
1332,s14_btn_link_target_3,s14_btn_link_target_3,select,0,store,"_blank, _self, _parent, _top"
1333,s14_btn_link_target_4,s14_btn_link_target_4,select,0,store,"_blank, _self, _parent, _top"
1334,s15_btn_link_target_1,s15_btn_link_target_1,select,0,store,"_blank, _self, _parent, _top"
1335,s15_btn_link_target_2,s15_btn_link_target_2,select,0,store,"_blank, _self, _parent, _top"
1336,s15_btn_link_target_3,s15_btn_link_target_3,select,0,store,"_blank, _self, _parent, _top"
1337,s15_btn_link_target_4,s15_btn_link_target_4,select,0,store,"_blank, _self, _parent, _top"
1338,s1_btn_color_1,s1_btn_color_1,select,0,store,"dark, light, grey, main"
1339,s1_btn_color_2,s1_btn_color_2,select,0,store,"dark, light, grey, main"
1340,s1_btn_color_3,s1_btn_color_3,select,0,store,"dark, light, grey, main"
1341,s1_btn_color_4,s1_btn_color_4,select,0,store,"dark, light, grey, main"
1342,s2_btn_color_1,s2_btn_color_1,select,0,store,"dark, light, grey, main"
1343,s2_btn_color_2,s2_btn_color_2,select,0,store,"dark, light, grey, main"
1344,s2_btn_color_3,s2_btn_color_3,select,0,store,"dark, light, grey, main"
1345,s2_btn_color_4,s2_btn_color_4,select,0,store,"dark, light, grey, main"
1346,s3_btn_color_1,s3_btn_color_1,select,0,store,"dark, light, grey, main"
1347,s3_btn_color_2,s3_btn_color_2,select,0,store,"dark, light, grey, main"
1348,s3_btn_color_3,s3_btn_color_3,select,0,store,"dark, light, grey, main"
1349,s3_btn_color_4,s3_btn_color_4,select,0,store,"dark, light, grey, main"
1350,s4_btn_color_1,s4_btn_color_1,select,0,store,"dark, light, grey, main"
1351,s4_btn_color_2,s4_btn_color_2,select,0,store,"dark, light, grey, main"
1352,s4_btn_color_3,s4_btn_color_3,select,0,store,"dark, light, grey, main"
1353,s4_btn_color_4,s4_btn_color_4,select,0,store,"dark, light, grey, main"
1354,s5_btn_color_1,s5_btn_color_1,select,0,store,"dark, light, grey, main"
1355,s5_btn_color_2,s5_btn_color_2,select,0,store,"dark, light, grey, main"
1356,s5_btn_color_3,s5_btn_color_3,select,0,store,"dark, light, grey, main"
1357,s5_btn_color_4,s5_btn_color_4,select,0,store,"dark, light, grey, main"
1358,s6_btn_color_1,s6_btn_color_1,select,0,store,"dark, light, grey, main"
1359,s6_btn_color_2,s6_btn_color_2,select,0,store,"dark, light, grey, main"
1360,s6_btn_color_3,s6_btn_color_3,select,0,store,"dark, light, grey, main"
1361,s6_btn_color_4,s6_btn_color_4,select,0,store,"dark, light, grey, main"
1362,s7_btn_color_1,s7_btn_color_1,select,0,store,"dark, light, grey, main"
1363,s7_btn_color_2,s7_btn_color_2,select,0,store,"dark, light, grey, main"
1364,s7_btn_color_3,s7_btn_color_3,select,0,store,"dark, light, grey, main"
1365,s7_btn_color_4,s7_btn_color_4,select,0,store,"dark, light, grey, main"
1366,s8_btn_color_1,s8_btn_color_1,select,0,store,"dark, light, grey, main"
1367,s8_btn_color_2,s8_btn_color_2,select,0,store,"dark, light, grey, main"
1368,s8_btn_color_3,s8_btn_color_3,select,0,store,"dark, light, grey, main"
1369,s8_btn_color_4,s8_btn_color_4,select,0,store,"dark, light, grey, main"
1370,s9_btn_color_1,s9_btn_color_1,select,0,store,"dark, light, grey, main"
1371,s9_btn_color_2,s9_btn_color_2,select,0,store,"dark, light, grey, main"
1372,s9_btn_color_3,s9_btn_color_3,select,0,store,"dark, light, grey, main"
1373,s9_btn_color_4,s9_btn_color_4,select,0,store,"dark, light, grey, main"
1374,s10_btn_color_1,s10_btn_color_1,select,0,store,"dark, light, grey, main"
1375,s10_btn_color_2,s10_btn_color_2,select,0,store,"dark, light, grey, main"
1376,s10_btn_color_3,s10_btn_color_3,select,0,store,"dark, light, grey, main"
